Report Date,County,Place of Fatality,Deaths by County of Residence
11/29/21,Cayuga,87,113
11/29/21,Chautauqua,192,195
11/29/21,Chemung,230,175
11/29/21,Chenango,60,95
11/29/21,Clinton,66,48
11/29/21,Columbia,117,113
11/29/21,Cortland,78,89
11/29/21,Delaware,22,51
11/29/21,Dutchess,545,510
11/29/21,Erie,2283,2050
11/29/21,Essex,28,38
11/29/21,Franklin,17,26
11/29/21,Fulton,75,115
11/29/21,Genesee,127,144
11/29/21,Greene,30,89
11/29/21,Hamilton,0,3
11/29/21,Herkimer,57,143
11/29/21,Jefferson,97,106
11/29/21,Kings,6874,7632
11/29/21,Lewis,13,40
11/29/21,Livingston,53,76
11/29/21,Madison,96,109
11/29/21,Manhattan,5164,3152
11/29/21,Monroe,1436,1253
11/29/21,Montgomery,132,162
11/29/21,Nassau,4047,3332
11/29/21,Niagara,267,419
11/29/21,Non-NYS,0,339
11/29/21,Oneida,665,643
11/29/21,Onondaga,991,818
11/29/21,Ontario,152,119
11/29/21,Orange,841,798
11/29/21,Orleans,50,96
11/29/21,Oswego,81,135
11/29/21,Otsego,99,63
11/29/21,Putnam,93,101
11/29/21,Queens,5893,7254
11/29/21,Rensselaer,163,193
11/29/21,Richmond,1199,1222
11/29/21,Rockland,746,783
11/29/21,Saratoga,167,225
11/29/21,Schenectady,236,245
11/29/21,Schoharie,6,24
11/29/21,Schuyler,5,20
11/29/21,Seneca,30,67
11/29/21,St. Lawrence,131,143
11/29/21,Statewide Total,46527,46527
11/29/21,Steuben,151,190
11/29/21,Suffolk,3713,3688
11/29/21,Sullivan,77,90
11/29/21,Tioga,40,73
11/29/21,Tompkins,69,61
11/29/21,Ulster,165,291
11/29/21,Warren,138,96
11/29/21,Washington,35,80
11/29/21,Wayne,61,103
11/29/21,Westchester,2562,2356
11/29/21,Wyoming,49,66
11/29/21,Yates,24,34
11/28/21,Albany,701,412
11/28/21,Allegany,71,122
11/28/21,Bronx,4260,4706
11/28/21,Broome,498,433
11/28/21,Cattaraugus,167,156
11/28/21,Cayuga,87,113
11/28/21,Chautauqua,188,192
11/28/21,Chemung,229,174
11/28/21,Chenango,60,95
11/28/21,Clinton,66,48
11/28/21,Columbia,117,113
11/28/21,Cortland,78,89
11/28/21,Delaware,22,51
11/28/21,Dutchess,544,510
11/28/21,Erie,2279,2046
11/28/21,Essex,27,37
11/28/21,Franklin,17,26
11/28/21,Fulton,75,114
11/28/21,Genesee,127,144
11/28/21,Greene,30,89
11/28/21,Hamilton,0,3
11/28/21,Herkimer,57,143
11/28/21,Jefferson,95,105
11/28/21,Kings,6872,7630
11/28/21,Lewis,13,40
11/28/21,Livingston,53,76
11/28/21,Madison,96,108
11/28/21,Manhattan,5164,3152
11/28/21,Monroe,1434,1251
11/28/21,Montgomery,132,162
11/28/21,Nassau,4044,3330
11/28/21,Niagara,267,419
11/28/21,Non-NYS,0,338
11/28/21,Oneida,661,639
11/28/21,Onondaga,988,817
11/28/21,Ontario,152,119
11/28/21,Orange,841,798
11/28/21,Orleans,50,96
11/28/21,Oswego,80,133
11/28/21,Otsego,99,63
11/28/21,Putnam,93,101
11/28/21,Queens,5891,7251
11/28/21,Rensselaer,162,192
11/28/21,Richmond,1199,1222
11/28/21,Rockland,746,783
11/28/21,Saratoga,167,225
11/28/21,Schenectady,236,244
11/28/21,Schoharie,6,24
11/28/21,Schuyler,5,20
11/28/21,Seneca,30,67
11/28/21,St. Lawrence,131,143
11/28/21,Statewide Total,46484,46484
11/28/21,Steuben,151,190
11/28/21,Suffolk,3707,3682
11/28/21,Sullivan,77,90
11/28/21,Tioga,40,73
11/28/21,Tompkins,69,61
11/28/21,Ulster,165,291
11/28/21,Warren,137,96
11/28/21,Washington,35,79
11/28/21,Wayne,61,102
11/28/21,Westchester,2562,2356
11/28/21,Wyoming,49,66
11/28/21,Yates,24,34
11/27/21,Albany,701,411
11/27/21,Allegany,71,120
11/27/21,Bronx,4260,4706
11/27/21,Broome,497,432
11/27/21,Cattaraugus,165,156
11/27/21,Cayuga,87,113
11/27/21,Chautauqua,187,191
11/27/21,Chemung,229,174
11/27/21,Chenango,60,95
11/27/21,Clinton,65,47
11/27/21,Columbia,117,113
11/27/21,Cortland,78,89
11/27/21,Delaware,22,51
11/27/21,Dutchess,542,508
11/27/21,Erie,2273,2040
11/27/21,Essex,27,37
11/27/21,Franklin,17,26
11/27/21,Fulton,72,110
11/27/21,Genesee,127,144
11/27/21,Greene,30,89
11/27/21,Hamilton,0,3
11/27/21,Herkimer,57,143
11/27/21,Jefferson,95,105
11/27/21,Kings,6870,7627
11/27/21,Lewis,13,40
11/27/21,Livingston,52,76
11/27/21,Madison,96,108
11/27/21,Manhattan,5162,3151
11/27/21,Monroe,1431,1248
11/27/21,Montgomery,132,162
11/27/21,Nassau,4040,3328
11/27/21,Niagara,266,418
11/27/21,Non-NYS,0,338
11/27/21,Oneida,659,637
11/27/21,Onondaga,987,816
11/27/21,Ontario,151,119
11/27/21,Orange,841,798
11/27/21,Orleans,50,96
11/27/21,Oswego,80,133
11/27/21,Otsego,98,62
11/27/21,Putnam,92,101
11/27/21,Queens,5891,7249
11/27/21,Rensselaer,161,192
11/27/21,Richmond,1199,1222
11/27/21,Rockland,746,783
11/27/21,Saratoga,166,224
11/27/21,Schenectady,235,244
11/27/21,Schoharie,6,24
11/27/21,Schuyler,5,20
11/27/21,Seneca,30,67
11/27/21,St. Lawrence,131,143
11/27/21,Statewide Total,46443,46443
11/27/21,Steuben,151,189
11/27/21,Suffolk,3706,3681
11/27/21,Sullivan,77,90
11/27/21,Tioga,40,73
11/27/21,Tompkins,69,61
11/27/21,Ulster,165,290
11/27/21,Warren,136,96
11/27/21,Washington,35,78
11/27/21,Wayne,61,102
11/27/21,Westchester,2562,2356
11/27/21,Wyoming,48,65
11/27/21,Yates,24,33
11/26/21,Albany,701,411
11/26/21,Allegany,71,120
11/26/21,Bronx,4259,4705
11/26/21,Broome,497,432
11/26/21,Cattaraugus,164,155
11/26/21,Cayuga,87,113
11/26/21,Chautauqua,187,191
11/26/21,Chemung,229,174
11/26/21,Chenango,60,95
11/26/21,Clinton,64,47
11/26/21,Columbia,117,113
11/26/21,Cortland,78,89
11/26/21,Delaware,22,51
11/26/21,Dutchess,542,508
11/26/21,Erie,2271,2038
11/26/21,Essex,27,37
11/26/21,Franklin,17,25
11/26/21,Fulton,72,110
11/26/21,Genesee,127,143
11/26/21,Greene,30,89
11/26/21,Hamilton,0,3
11/26/21,Herkimer,57,143
11/26/21,Jefferson,95,105
11/26/21,Kings,6868,7627
11/26/21,Lewis,13,40
11/26/21,Livingston,51,76
11/26/21,Madison,96,108
11/26/21,Manhattan,5161,3149
11/26/21,Monroe,1427,1246
11/26/21,Montgomery,132,162
11/26/21,Nassau,4039,3328
11/26/21,Niagara,265,417
11/26/21,Non-NYS,0,338
11/26/21,Oneida,657,635
11/26/21,Onondaga,983,813
11/26/21,Ontario,151,119
11/26/21,Orange,841,798
11/26/21,Orleans,50,95
11/26/21,Oswego,80,132
11/26/21,Otsego,97,61
11/26/21,Putnam,92,101
11/26/21,Queens,5891,7248
11/26/21,Rensselaer,160,192
11/26/21,Richmond,1199,1222
11/26/21,Rockland,746,783
11/26/21,Saratoga,166,223
11/26/21,Schenectady,235,244
11/26/21,Schoharie,6,24
11/26/21,Schuyler,5,20
11/26/21,Seneca,30,67
11/26/21,St. Lawrence,131,143
11/26/21,Statewide Total,46412,46412
11/26/21,Steuben,151,188
11/26/21,Suffolk,3703,3677
11/26/21,Sullivan,77,90
11/26/21,Tioga,40,73
11/26/21,Tompkins,69,61
11/26/21,Ulster,165,290
11/26/21,Warren,135,96
11/26/21,Washington,35,77
11/26/21,Wayne,60,101
11/26/21,Westchester,2560,2354
11/26/21,Wyoming,47,64
11/26/21,Yates,24,33
11/24/21,Albany,697,409
11/24/21,Allegany,71,119
11/24/21,Bronx,4259,4705
11/24/21,Broome,497,432
11/24/21,Cattaraugus,162,154
11/24/21,Cayuga,86,112
11/24/21,Chautauqua,185,189
11/24/21,Chemung,229,174
11/24/21,Chenango,60,95
11/24/21,Clinton,63,46
11/24/21,Columbia,116,113
11/24/21,Cortland,78,88
11/24/21,Delaware,22,51
11/24/21,Dutchess,538,507
11/24/21,Erie,2261,2028
11/24/21,Essex,27,37
11/24/21,Franklin,17,25
11/24/21,Fulton,70,109
11/24/21,Genesee,127,143
11/24/21,Greene,30,88
11/24/21,Hamilton,0,3
11/24/21,Herkimer,57,141
11/24/21,Jefferson,95,105
11/24/21,Kings,6862,7621
11/24/21,Lewis,13,39
11/24/21,Livingston,50,75
11/24/21,Madison,96,108
11/24/21,Manhattan,5160,3149
11/24/21,Monroe,1425,1244
11/24/21,Montgomery,131,159
11/24/21,Nassau,4037,3326
11/24/21,Niagara,262,414
11/24/21,Non-NYS,0,336
11/24/21,Oneida,656,634
11/24/21,Onondaga,977,808
11/24/21,Ontario,150,118
11/24/21,Orange,840,798
11/24/21,Orleans,50,95
11/24/21,Oswego,80,132
11/24/21,Otsego,95,61
11/24/21,Putnam,92,101
11/24/21,Queens,5888,7244
11/24/21,Rensselaer,160,192
11/24/21,Richmond,1197,1221
11/24/21,Rockland,746,782
11/24/21,Saratoga,164,222
11/24/21,Schenectady,234,243
11/24/21,Schoharie,6,24
11/24/21,Schuyler,5,20
11/24/21,Seneca,30,67
11/24/21,St. Lawrence,131,143
11/24/21,Statewide Total,46343,46343
11/24/21,Steuben,150,187
11/24/21,Suffolk,3699,3673
11/24/21,Sullivan,77,90
11/24/21,Tioga,40,73
11/24/21,Tompkins,69,61
11/24/21,Ulster,165,288
11/24/21,Warren,133,94
11/24/21,Washington,35,76
11/24/21,Wayne,60,101
11/24/21,Westchester,2560,2354
11/24/21,Wyoming,47,64
11/24/21,Yates,24,33
11/23/21,Albany,694,408
11/23/21,Allegany,70,118
11/23/21,Bronx,4259,4705
11/23/21,Broome,496,431
11/23/21,Cattaraugus,159,152
11/23/21,Cayuga,86,112
11/23/21,Chautauqua,185,189
11/23/21,Chemung,227,172
11/23/21,Chenango,60,95
11/23/21,Clinton,62,45
11/23/21,Columbia,116,113
11/23/21,Cortland,78,88
11/23/21,Delaware,22,51
11/23/21,Dutchess,537,506
11/23/21,Erie,2259,2026
11/23/21,Essex,27,37
11/23/21,Franklin,17,25
11/23/21,Fulton,70,109
11/23/21,Genesee,127,143
11/23/21,Greene,30,88
11/23/21,Hamilton,0,3
11/23/21,Herkimer,57,141
11/23/21,Jefferson,95,105
11/23/21,Kings,6861,7620
11/23/21,Lewis,13,39
11/23/21,Livingston,49,74
11/23/21,Madison,96,108
11/23/21,Manhattan,5159,3147
11/23/21,Monroe,1425,1243
11/23/21,Montgomery,131,159
11/23/21,Nassau,4035,3324
11/23/21,Niagara,261,413
11/23/21,Non-NYS,0,335
11/23/21,Oneida,656,634
11/23/21,Onondaga,976,807
11/23/21,Ontario,149,118
11/23/21,Orange,839,797
11/23/21,Orleans,50,95
11/23/21,Oswego,80,132
11/23/21,Otsego,95,61
11/23/21,Putnam,92,101
11/23/21,Queens,5887,7243
11/23/21,Rensselaer,160,190
11/23/21,Richmond,1197,1221
11/23/21,Rockland,746,782
11/23/21,Saratoga,163,220
11/23/21,Schenectady,233,242
11/23/21,Schoharie,6,24
11/23/21,Schuyler,5,20
11/23/21,Seneca,30,67
11/23/21,St. Lawrence,131,143
11/23/21,Statewide Total,46314,46314
11/23/21,Steuben,150,187
11/23/21,Suffolk,3698,3673
11/23/21,Sullivan,77,90
11/23/21,Tioga,40,73
11/23/21,Tompkins,69,61
11/23/21,Ulster,165,288
11/23/21,Warren,131,94
11/23/21,Washington,35,75
11/23/21,Wayne,60,101
11/23/21,Westchester,2560,2354
11/23/21,Wyoming,47,64
11/23/21,Yates,24,33
11/22/21,Albany,693,407
11/22/21,Allegany,70,118
11/22/21,Bronx,4259,4705
11/22/21,Broome,496,431
11/22/21,Cattaraugus,159,151
11/22/21,Cayuga,86,112
11/22/21,Chautauqua,184,188
11/22/21,Chemung,226,171
11/22/21,Chenango,60,95
11/22/21,Clinton,61,45
11/22/21,Columbia,116,113
11/22/21,Cortland,78,88
11/22/21,Delaware,22,51
11/22/21,Dutchess,536,506
11/22/21,Erie,2255,2024
11/22/21,Essex,27,37
11/22/21,Franklin,17,25
11/22/21,Fulton,70,109
11/22/21,Genesee,126,142
11/22/21,Greene,30,88
11/22/21,Hamilton,0,3
11/22/21,Herkimer,57,140
11/22/21,Jefferson,95,105
11/22/21,Kings,6857,7616
11/22/21,Lewis,13,39
11/22/21,Livingston,49,74
11/22/21,Madison,96,108
11/22/21,Manhattan,5159,3147
11/22/21,Monroe,1423,1241
11/22/21,Montgomery,131,159
11/22/21,Nassau,4035,3324
11/22/21,Niagara,261,413
11/22/21,Non-NYS,0,335
11/22/21,Oneida,655,634
11/22/21,Onondaga,975,806
11/22/21,Ontario,148,117
11/22/21,Orange,838,796
11/22/21,Orleans,50,95
11/22/21,Oswego,80,132
11/22/21,Otsego,95,61
11/22/21,Putnam,92,101
11/22/21,Queens,5886,7242
11/22/21,Rensselaer,160,190
11/22/21,Richmond,1196,1220
11/22/21,Rockland,746,782
11/22/21,Saratoga,163,220
11/22/21,Schenectady,230,239
11/22/21,Schoharie,6,24
11/22/21,Schuyler,5,20
11/22/21,Seneca,30,67
11/22/21,St. Lawrence,131,142
11/22/21,Statewide Total,46283,46283
11/22/21,Steuben,149,186
11/22/21,Suffolk,3695,3670
11/22/21,Sullivan,76,89
11/22/21,Tioga,40,73
11/22/21,Tompkins,69,61
11/22/21,Ulster,165,287
11/22/21,Warren,130,94
11/22/21,Washington,35,74
11/22/21,Wayne,60,101
11/22/21,Westchester,2560,2354
11/22/21,Wyoming,47,63
11/22/21,Yates,24,33
11/21/21,Albany,693,407
11/21/21,Allegany,70,118
11/21/21,Bronx,4258,4704
11/21/21,Broome,494,430
11/21/21,Cattaraugus,158,149
11/21/21,Cayuga,86,112
11/21/21,Chautauqua,183,187
11/21/21,Chemung,225,171
11/21/21,Chenango,60,94
11/21/21,Clinton,60,44
11/21/21,Columbia,116,113
11/21/21,Cortland,78,87
11/21/21,Delaware,22,51
11/21/21,Dutchess,535,506
11/21/21,Erie,2252,2022
11/21/21,Essex,27,37
11/21/21,Franklin,17,25
11/21/21,Fulton,70,109
11/21/21,Genesee,126,142
11/21/21,Greene,30,88
11/21/21,Hamilton,0,3
11/21/21,Herkimer,57,140
11/21/21,Jefferson,95,105
11/21/21,Kings,6856,7615
11/21/21,Lewis,13,39
11/21/21,Livingston,49,74
11/21/21,Madison,96,108
11/21/21,Manhattan,5159,3147
11/21/21,Monroe,1420,1239
11/21/21,Montgomery,131,159
11/21/21,Nassau,4034,3323
11/21/21,Niagara,261,413
11/21/21,Non-NYS,0,334
11/21/21,Oneida,650,629
11/21/21,Onondaga,975,806
11/21/21,Ontario,146,116
11/21/21,Orange,838,796
11/21/21,Orleans,50,95
11/21/21,Oswego,80,132
11/21/21,Otsego,95,61
11/21/21,Putnam,92,101
11/21/21,Queens,5884,7240
11/21/21,Rensselaer,160,190
11/21/21,Richmond,1196,1220
11/21/21,Rockland,746,782
11/21/21,Saratoga,163,220
11/21/21,Schenectady,228,237
11/21/21,Schoharie,6,24
11/21/21,Schuyler,5,20
11/21/21,Seneca,30,66
11/21/21,St. Lawrence,131,142
11/21/21,Statewide Total,46254,46254
11/21/21,Steuben,149,186
11/21/21,Suffolk,3694,3669
11/21/21,Sullivan,76,89
11/21/21,Tioga,40,73
11/21/21,Tompkins,69,61
11/21/21,Ulster,165,287
11/21/21,Warren,129,93
11/21/21,Washington,35,74
11/21/21,Wayne,60,100
11/21/21,Westchester,2560,2354
11/21/21,Wyoming,47,63
11/21/21,Yates,24,33
11/20/21,Albany,692,406
11/20/21,Allegany,69,117
11/20/21,Bronx,4257,4703
11/20/21,Broome,494,430
11/20/21,Cattaraugus,158,149
11/20/21,Cayuga,86,111
11/20/21,Chautauqua,183,187
11/20/21,Chemung,225,171
11/20/21,Chenango,60,94
11/20/21,Clinton,60,44
11/20/21,Columbia,115,113
11/20/21,Cortland,78,87
11/20/21,Delaware,22,51
11/20/21,Dutchess,535,506
11/20/21,Erie,2251,2021
11/20/21,Essex,27,37
11/20/21,Franklin,17,25
11/20/21,Fulton,70,109
11/20/21,Genesee,126,142
11/20/21,Greene,30,87
11/20/21,Hamilton,0,3
11/20/21,Herkimer,57,139
11/20/21,Jefferson,93,103
11/20/21,Kings,6854,7612
11/20/21,Lewis,13,39
11/20/21,Livingston,49,74
11/20/21,Madison,96,107
11/20/21,Manhattan,5159,3147
11/20/21,Monroe,1412,1234
11/20/21,Montgomery,131,159
11/20/21,Nassau,4034,3323
11/20/21,Niagara,261,413
11/20/21,Non-NYS,0,334
11/20/21,Oneida,648,628
11/20/21,Onondaga,970,805
11/20/21,Ontario,146,116
11/20/21,Orange,835,794
11/20/21,Orleans,50,94
11/20/21,Oswego,80,130
11/20/21,Otsego,95,61
11/20/21,Putnam,92,101
11/20/21,Queens,5882,7238
11/20/21,Rensselaer,159,189
11/20/21,Richmond,1195,1220
11/20/21,Rockland,746,782
11/20/21,Saratoga,163,220
11/20/21,Schenectady,228,237
11/20/21,Schoharie,6,24
11/20/21,Schuyler,5,20
11/20/21,Seneca,30,65
11/20/21,St. Lawrence,131,142
11/20/21,Statewide Total,46221,46221
11/20/21,Steuben,149,186
11/20/21,Suffolk,3694,3669
11/20/21,Sullivan,76,88
11/20/21,Tioga,40,73
11/20/21,Tompkins,69,61
11/20/21,Ulster,165,287
11/20/21,Warren,127,91
11/20/21,Washington,35,74
11/20/21,Wayne,60,99
11/20/21,Westchester,2560,2354
11/20/21,Wyoming,47,63
11/20/21,Yates,24,33
11/19/21,Albany,691,406
11/19/21,Allegany,68,115
11/19/21,Bronx,4257,4703
11/19/21,Broome,494,430
11/19/21,Cattaraugus,158,149
11/19/21,Cayuga,86,111
11/19/21,Chautauqua,183,187
11/19/21,Chemung,224,171
11/19/21,Chenango,60,94
11/19/21,Clinton,60,44
11/19/21,Columbia,115,113
11/19/21,Cortland,78,87
11/19/21,Delaware,22,51
11/19/21,Dutchess,534,505
11/19/21,Erie,2250,2020
11/19/21,Essex,27,37
11/19/21,Franklin,17,25
11/19/21,Fulton,70,109
11/19/21,Genesee,125,142
11/19/21,Greene,30,87
11/19/21,Hamilton,0,3
11/19/21,Herkimer,57,139
11/19/21,Jefferson,91,101
11/19/21,Kings,6853,7610
11/19/21,Lewis,13,39
11/19/21,Livingston,49,74
11/19/21,Madison,96,107
11/19/21,Manhattan,5156,3145
11/19/21,Monroe,1410,1234
11/19/21,Montgomery,131,159
11/19/21,Nassau,4033,3322
11/19/21,Niagara,261,413
11/19/21,Non-NYS,0,333
11/19/21,Oneida,647,625
11/19/21,Onondaga,967,802
11/19/21,Ontario,145,114
11/19/21,Orange,832,792
11/19/21,Orleans,50,93
11/19/21,Oswego,79,129
11/19/21,Otsego,95,61
11/19/21,Putnam,91,100
11/19/21,Queens,5879,7235
11/19/21,Rensselaer,159,189
11/19/21,Richmond,1195,1220
11/19/21,Rockland,746,782
11/19/21,Saratoga,162,218
11/19/21,Schenectady,227,237
11/19/21,Schoharie,6,24
11/19/21,Schuyler,5,20
11/19/21,Seneca,30,65
11/19/21,St. Lawrence,131,142
11/19/21,Statewide Total,46189,46189
11/19/21,Steuben,149,186
11/19/21,Suffolk,3694,3669
11/19/21,Sullivan,76,88
11/19/21,Tioga,40,73
11/19/21,Tompkins,69,61
11/19/21,Ulster,165,287
11/19/21,Warren,127,91
11/19/21,Washington,35,74
11/19/21,Wayne,60,99
11/19/21,Westchester,2560,2354
11/19/21,Wyoming,47,63
11/19/21,Yates,22,31
11/18/21,Albany,690,405
11/18/21,Allegany,67,114
11/18/21,Bronx,4255,4701
11/18/21,Broome,493,429
11/18/21,Cattaraugus,158,149
11/18/21,Cayuga,86,111
11/18/21,Chautauqua,183,187
11/18/21,Chemung,224,171
11/18/21,Chenango,60,94
11/18/21,Clinton,60,44
11/18/21,Columbia,115,113
11/18/21,Cortland,78,87
11/18/21,Delaware,22,51
11/18/21,Dutchess,534,505
11/18/21,Erie,2247,2017
11/18/21,Essex,27,37
11/18/21,Franklin,17,25
11/18/21,Fulton,69,108
11/18/21,Genesee,125,142
11/18/21,Greene,30,87
11/18/21,Hamilton,0,3
11/18/21,Herkimer,57,138
11/18/21,Jefferson,91,101
11/18/21,Kings,6851,7608
11/18/21,Lewis,13,39
11/18/21,Livingston,49,74
11/18/21,Madison,96,107
11/18/21,Manhattan,5156,3145
11/18/21,Monroe,1409,1233
11/18/21,Montgomery,131,159
11/18/21,Nassau,4033,3322
11/18/21,Niagara,261,413
11/18/21,Non-NYS,0,333
11/18/21,Oneida,645,622
11/18/21,Onondaga,965,801
11/18/21,Ontario,145,114
11/18/21,Orange,831,791
11/18/21,Orleans,50,93
11/18/21,Oswego,79,129
11/18/21,Otsego,92,59
11/18/21,Putnam,91,100
11/18/21,Queens,5878,7234
11/18/21,Rensselaer,159,189
11/18/21,Richmond,1194,1219
11/18/21,Rockland,746,782
11/18/21,Saratoga,162,218
11/18/21,Schenectady,227,237
11/18/21,Schoharie,6,24
11/18/21,Schuyler,5,20
11/18/21,Seneca,30,65
11/18/21,St. Lawrence,131,142
11/18/21,Statewide Total,46165,46165
11/18/21,Steuben,149,186
11/18/21,Suffolk,3693,3668
11/18/21,Sullivan,76,88
11/18/21,Tioga,40,73
11/18/21,Tompkins,69,61
11/18/21,Ulster,165,287
11/18/21,Warren,127,91
11/18/21,Washington,35,74
11/18/21,Wayne,59,98
11/18/21,Westchester,2560,2354
11/18/21,Wyoming,47,63
11/18/21,Yates,22,31
11/17/21,Albany,688,404
11/17/21,Allegany,67,113
11/17/21,Bronx,4255,4701
11/17/21,Broome,489,425
11/17/21,Cattaraugus,157,148
11/17/21,Cayuga,86,111
11/17/21,Chautauqua,183,187
11/17/21,Chemung,222,169
11/17/21,Chenango,60,94
11/17/21,Clinton,60,44
11/17/21,Columbia,115,113
11/17/21,Cortland,78,87
11/17/21,Delaware,22,50
11/17/21,Dutchess,534,505
11/17/21,Erie,2242,2013
11/17/21,Essex,27,37
11/17/21,Franklin,17,25
11/17/21,Fulton,69,108
11/17/21,Genesee,125,142
11/17/21,Greene,30,87
11/17/21,Hamilton,0,3
11/17/21,Herkimer,57,138
11/17/21,Jefferson,91,101
11/17/21,Kings,6851,7608
11/17/21,Lewis,13,39
11/17/21,Livingston,47,72
11/17/21,Madison,96,107
11/17/21,Manhattan,5155,3144
11/17/21,Monroe,1409,1233
11/17/21,Montgomery,131,159
11/17/21,Nassau,4032,3321
11/17/21,Niagara,260,412
11/17/21,Non-NYS,0,333
11/17/21,Oneida,642,618
11/17/21,Onondaga,962,799
11/17/21,Ontario,145,114
11/17/21,Orange,831,791
11/17/21,Orleans,50,93
11/17/21,Oswego,79,128
11/17/21,Otsego,91,59
11/17/21,Putnam,91,100
11/17/21,Queens,5878,7234
11/17/21,Rensselaer,158,188
11/17/21,Richmond,1193,1218
11/17/21,Rockland,746,782
11/17/21,Saratoga,162,218
11/17/21,Schenectady,227,237
11/17/21,Schoharie,6,24
11/17/21,Schuyler,5,19
11/17/21,Seneca,30,65
11/17/21,St. Lawrence,131,142
11/17/21,Statewide Total,46132,46132
11/17/21,Steuben,148,186
11/17/21,Suffolk,3691,3666
11/17/21,Sullivan,75,87
11/17/21,Tioga,40,73
11/17/21,Tompkins,69,61
11/17/21,Ulster,165,287
11/17/21,Warren,126,91
11/17/21,Washington,35,73
11/17/21,Wayne,59,98
11/17/21,Westchester,2560,2354
11/17/21,Wyoming,47,63
11/17/21,Yates,22,31
11/16/21,Albany,687,404
11/16/21,Allegany,67,112
11/16/21,Bronx,4255,4701
11/16/21,Broome,489,425
11/16/21,Cattaraugus,157,147
11/16/21,Cayuga,86,111
11/16/21,Chautauqua,183,187
11/16/21,Chemung,222,169
11/16/21,Chenango,60,94
11/16/21,Clinton,60,44
11/16/21,Columbia,115,113
11/16/21,Cortland,78,87
11/16/21,Delaware,22,50
11/16/21,Dutchess,534,505
11/16/21,Erie,2237,2009
11/16/21,Essex,27,37
11/16/21,Franklin,17,25
11/16/21,Fulton,69,108
11/16/21,Genesee,125,142
11/16/21,Greene,30,87
11/16/21,Hamilton,0,3
11/16/21,Herkimer,57,136
11/16/21,Jefferson,91,101
11/16/21,Kings,6851,7608
11/16/21,Lewis,13,39
11/16/21,Livingston,47,72
11/16/21,Madison,96,107
11/16/21,Manhattan,5154,3144
11/16/21,Monroe,1406,1231
11/16/21,Montgomery,131,159
11/16/21,Nassau,4030,3319
11/16/21,Niagara,260,412
11/16/21,Non-NYS,0,333
11/16/21,Oneida,641,617
11/16/21,Onondaga,960,798
11/16/21,Ontario,145,114
11/16/21,Orange,830,790
11/16/21,Orleans,50,93
11/16/21,Oswego,79,127
11/16/21,Otsego,90,59
11/16/21,Putnam,90,99
11/16/21,Queens,5875,7230
11/16/21,Rensselaer,158,188
11/16/21,Richmond,1193,1218
11/16/21,Rockland,746,782
11/16/21,Saratoga,162,218
11/16/21,Schenectady,227,237
11/16/21,Schoharie,6,24
11/16/21,Schuyler,5,19
11/16/21,Seneca,30,65
11/16/21,St. Lawrence,131,142
11/16/21,Statewide Total,46101,46101
11/16/21,Steuben,147,185
11/16/21,Suffolk,3687,3662
11/16/21,Sullivan,75,87
11/16/21,Tioga,40,73
11/16/21,Tompkins,68,60
11/16/21,Ulster,165,287
11/16/21,Warren,125,91
11/16/21,Washington,35,72
11/16/21,Wayne,57,96
11/16/21,Westchester,2560,2354
11/16/21,Wyoming,46,62
11/16/21,Yates,22,31
11/15/21,Albany,687,404
11/15/21,Allegany,67,111
11/15/21,Bronx,4253,4698
11/15/21,Broome,488,424
11/15/21,Cattaraugus,154,145
11/15/21,Cayuga,86,111
11/15/21,Chautauqua,183,187
11/15/21,Chemung,222,169
11/15/21,Chenango,60,94
11/15/21,Clinton,60,44
11/15/21,Columbia,115,113
11/15/21,Cortland,78,87
11/15/21,Delaware,22,50
11/15/21,Dutchess,534,505
11/15/21,Erie,2234,2006
11/15/21,Essex,27,37
11/15/21,Franklin,17,25
11/15/21,Fulton,69,108
11/15/21,Genesee,125,141
11/15/21,Greene,30,87
11/15/21,Hamilton,0,3
11/15/21,Herkimer,57,136
11/15/21,Jefferson,89,99
11/15/21,Kings,6848,7604
11/15/21,Lewis,13,39
11/15/21,Livingston,46,72
11/15/21,Madison,96,107
11/15/21,Manhattan,5150,3142
11/15/21,Monroe,1404,1230
11/15/21,Montgomery,131,159
11/15/21,Nassau,4030,3319
11/15/21,Niagara,260,412
11/15/21,Non-NYS,0,331
11/15/21,Oneida,638,614
11/15/21,Onondaga,960,798
11/15/21,Ontario,145,114
11/15/21,Orange,829,788
11/15/21,Orleans,50,93
